,percent_wom,tick,position
179,47.56944444444444,29,Level 6
180,26.666666666666668,30,Level 1
181,30.833333333333336,30,Level 2
182,35.0,30,Level 3
183,39.166666666666664,30,Level 4
184,43.99305555555556,30,Level 5
185,47.638888888888886,30,Level 6
186,26.666666666666668,31,Level 1
187,30.97222222222222,31,Level 2
188,34.86111111111111,31,Level 3
189,39.40972222222222,31,Level 4
190,44.02777777777778,31,Level 5
191,47.61284722222222,31,Level 6
192,26.666666666666668,32,Level 1
193,31.52777777777778,32,Level 2
194,34.65277777777778,32,Level 3
195,39.791666666666664,32,Level 4
196,44.13194444444444,32,Level 5
197,47.65625,32,Level 6
198,26.666666666666668,33,Level 1
199,31.805555555555554,33,Level 2
200,34.93055555555556,33,Level 3
201,40.13888888888889,33,Level 4
202,44.09722222222222,33,Level 5
203,47.65625,33,Level 6
204,26.38888888888889,34,Level 1
205,32.083333333333336,34,Level 2
206,34.72222222222222,34,Level 3
207,40.13888888888889,34,Level 4
208,44.21875,34,Level 5
209,47.80381944444444,34,Level 6
210,26.666666666666668,35,Level 1
211,31.25,35,Level 2
212,34.791666666666664,35,Level 3
213,40.173611111111114,35,Level 4
214,44.14930555555556,35,Level 5
215,47.82118055555556,35,Level 6
216,26.666666666666668,36,Level 1
217,31.11111111111111,36,Level 2
218,35.138888888888886,36,Level 3
219,40.13888888888889,36,Level 4
220,44.25347222222222,36,Level 5
221,47.717013888888886,36,Level 6
222,26.38888888888889,37,Level 1
223,30.97222222222222,37,Level 2
224,35.0,37,Level 3
225,40.10416666666667,37,Level 4
226,44.35763888888889,37,Level 5
227,47.595486111111114,37,Level 6
228,26.111111111111114,38,Level 1
229,30.555555555555557,38,Level 2
230,35.486111111111114,38,Level 3
231,40.208333333333336,38,Level 4
232,44.35763888888889,38,Level 5
233,47.673611111111114,38,Level 6
234,26.111111111111114,39,Level 1
235,30.555555555555557,39,Level 2
236,35.90277777777778,39,Level 3
237,40.3125,39,Level 4
238,44.72222222222222,39,Level 5
239,47.604166666666664,39,Level 6
240,26.38888888888889,40,Level 1
241,30.833333333333336,40,Level 2
242,36.11111111111111,40,Level 3
243,40.27777777777778,40,Level 4
244,44.6875,40,Level 5
245,47.595486111111114,40,Level 6
246,27.22222222222222,41,Level 1
247,30.833333333333336,41,Level 2
248,36.11111111111111,41,Level 3
249,40.27777777777778,41,Level 4
250,44.75694444444444,41,Level 5
251,47.46527777777778,41,Level 6
252,27.22222222222222,42,Level 1
253,30.833333333333336,42,Level 2
254,36.45833333333333,42,Level 3
255,40.34722222222222,42,Level 4
256,44.70486111111111,42,Level 5
257,47.604166666666664,42,Level 6
258,26.944444444444443,43,Level 1
259,30.833333333333336,43,Level 2
260,36.875,43,Level 3
261,40.34722222222222,43,Level 4
262,44.80902777777778,43,Level 5
263,47.326388888888886,43,Level 6
264,26.38888888888889,44,Level 1
265,30.97222222222222,44,Level 2
266,37.01388888888889,44,Level 3
267,40.69444444444444,44,Level 4
268,44.80902777777778,44,Level 5
269,47.39583333333333,44,Level 6
270,26.111111111111114,45,Level 1
271,30.694444444444446,45,Level 2
272,37.5,45,Level 3
273,41.076388888888886,45,Level 4
274,44.861111111111114,45,Level 5
275,47.473958333333336,45,Level 6
276,26.38888888888889,46,Level 1
277,30.555555555555557,46,Level 2
278,37.98611111111111,46,Level 3
279,40.86805555555556,46,Level 4
280,44.861111111111114,46,Level 5
281,47.404513888888886,46,Level 6
282,26.111111111111114,47,Level 1
283,30.97222222222222,47,Level 2
284,37.77777777777778,47,Level 3
285,41.11111111111111,47,Level 4
286,44.982638888888886,47,Level 5
287,47.43055555555556,47,Level 6
288,25.833333333333336,48,Level 1
289,30.97222222222222,48,Level 2
290,38.19444444444444,48,Level 3
291,41.11111111111111,48,Level 4
292,45.260416666666664,48,Level 5
293,47.265625,48,Level 6
294,26.111111111111114,49,Level 1
295,30.833333333333336,49,Level 2
296,38.333333333333336,49,Level 3
297,41.49305555555556,49,Level 4
298,45.24305555555556,49,Level 5
299,47.204861111111114,49,Level 6
300,25.833333333333336,50,Level 1
301,30.833333333333336,50,Level 2
302,38.54166666666667,50,Level 3
303,41.458333333333336,50,Level 4
304,45.38194444444444,50,Level 5
305,47.239583333333336,50,Level 6
306,26.38888888888889,51,Level 1
307,30.694444444444446,51,Level 2
308,38.75,51,Level 3
309,41.388888888888886,51,Level 4
310,45.416666666666664,51,Level 5
311,47.15277777777778,51,Level 6
312,26.111111111111114,52,Level 1
313,30.694444444444446,52,Level 2
314,39.23611111111111,52,Level 3
315,41.31944444444444,52,Level 4
316,45.451388888888886,52,Level 5
317,47.27430555555556,52,Level 6
318,26.38888888888889,53,Level 1
319,30.833333333333336,53,Level 2
320,39.23611111111111,53,Level 3
321,41.076388888888886,53,Level 4
322,45.39930555555556,53,Level 5
323,47.5,53,Level 6
324,26.944444444444443,54,Level 1
325,31.11111111111111,54,Level 2
326,39.23611111111111,54,Level 3
327,41.11111111111111,54,Level 4
328,45.364583333333336,54,Level 5
329,47.48263888888889,54,Level 6
330,26.38888888888889,55,Level 1
331,31.38888888888889,55,Level 2
332,39.30555555555556,55,Level 3
333,41.041666666666664,55,Level 4
334,45.48611111111111,55,Level 5
335,47.46527777777778,55,Level 6
336,27.22222222222222,56,Level 1
337,31.38888888888889,56,Level 2
338,39.23611111111111,56,Level 3
339,41.00694444444444,56,Level 4
340,45.86805555555556,56,Level 5
341,47.23090277777778,56,Level 6
342,27.500000000000004,57,Level 1
343,31.666666666666664,57,Level 2
344,39.44444444444444,57,Level 3
345,41.076388888888886,57,Level 4
346,46.12847222222222,57,Level 5
347,47.37847222222222,57,Level 6
348,27.77777777777778,58,Level 1
349,31.944444444444443,58,Level 2
350,39.58333333333333,58,Level 3
351,41.59722222222222,58,Level 4
352,46.05902777777778,58,Level 5
353,47.19618055555556,58,Level 6
354,28.055555555555557,59,Level 1
355,31.666666666666664,59,Level 2
356,39.72222222222222,59,Level 3
357,41.66666666666667,59,Level 4
358,46.041666666666664,59,Level 5
359,47.23090277777778,59,Level 6
360,28.055555555555557,60,Level 1
361,32.083333333333336,60,Level 2
362,39.861111111111114,60,Level 3
363,41.458333333333336,60,Level 4
364,45.989583333333336,60,Level 5
365,47.326388888888886,60,Level 6
366,28.055555555555557,61,Level 1
367,32.083333333333336,61,Level 2
368,40.06944444444444,61,Level 3
369,41.5625,61,Level 4
370,45.885416666666664,61,Level 5
371,47.46527777777778,61,Level 6
372,28.055555555555557,62,Level 1
373,32.083333333333336,62,Level 2
374,40.208333333333336,62,Level 3
375,41.66666666666667,62,Level 4
376,45.9375,62,Level 5
377,47.52604166666667,62,Level 6
378,28.055555555555557,63,Level 1
379,32.22222222222222,63,Level 2
380,40.13888888888889,63,Level 3
381,41.90972222222222,63,Level 4
382,45.885416666666664,63,Level 5
383,47.62152777777778,63,Level 6
384,27.500000000000004,64,Level 1
385,32.361111111111114,64,Level 2
386,40.06944444444444,64,Level 3
387,42.048611111111114,64,Level 4
388,45.97222222222222,64,Level 5
389,47.473958333333336,64,Level 6
390,27.77777777777778,65,Level 1
391,32.63888888888889,65,Level 2
392,39.93055555555556,65,Level 3
393,42.083333333333336,65,Level 4
394,45.86805555555556,65,Level 5
395,47.473958333333336,65,Level 6
396,28.333333333333332,66,Level 1
397,32.22222222222222,66,Level 2
398,40.208333333333336,66,Level 3
399,41.979166666666664,66,Level 4
400,46.05902777777778,66,Level 5
401,47.421875,66,Level 6
402,28.055555555555557,67,Level 1
403,32.22222222222222,67,Level 2
404,40.416666666666664,67,Level 3
405,42.22222222222222,67,Level 4
406,46.05902777777778,67,Level 5
407,47.517361111111114,67,Level 6
408,28.055555555555557,68,Level 1
409,32.22222222222222,68,Level 2
410,40.55555555555556,68,Level 3
411,42.25694444444444,68,Level 4
412,46.041666666666664,68,Level 5
413,47.49131944444444,68,Level 6
414,28.055555555555557,69,Level 1
415,31.805555555555554,69,Level 2
416,40.763888888888886,69,Level 3
417,42.048611111111114,69,Level 4
418,46.26736111111111,69,Level 5
419,47.41319444444444,69,Level 6
420,28.055555555555557,70,Level 1
421,31.805555555555554,70,Level 2
422,41.11111111111111,70,Level 3
423,42.083333333333336,70,Level 4
424,46.25,70,Level 5
425,47.43055555555556,70,Level 6
426,28.61111111111111,71,Level 1
427,31.38888888888889,71,Level 2
428,41.25,71,Level 3
429,41.875,71,Level 4
430,46.37152777777778,71,Level 5
431,47.404513888888886,71,Level 6
432,28.61111111111111,72,Level 1
433,32.361111111111114,72,Level 2
434,40.763888888888886,72,Level 3
435,41.84027777777778,72,Level 4
436,46.35416666666667,72,Level 5
437,47.56076388888889,72,Level 6
438,28.61111111111111,73,Level 1
439,32.22222222222222,73,Level 2
440,40.97222222222222,73,Level 3
441,42.083333333333336,73,Level 4
442,46.31944444444444,73,Level 5
443,47.66493055555556,73,Level 6
444,28.61111111111111,74,Level 1
445,32.083333333333336,74,Level 2
446,41.11111111111111,74,Level 3
447,41.90972222222222,74,Level 4
448,46.52777777777778,74,Level 5
449,47.630208333333336,74,Level 6
450,28.61111111111111,75,Level 1
451,32.083333333333336,75,Level 2
452,40.90277777777778,75,Level 3
453,41.84027777777778,75,Level 4
454,46.78819444444444,75,Level 5
455,47.64756944444444,75,Level 6
456,28.055555555555557,76,Level 1
457,32.63888888888889,76,Level 2
458,40.90277777777778,76,Level 3
459,41.979166666666664,76,Level 4
460,46.52777777777778,76,Level 5
461,47.76909722222222,76,Level 6
462,28.333333333333332,77,Level 1
463,32.916666666666664,77,Level 2
464,41.11111111111111,77,Level 3
465,42.15277777777778,77,Level 4
466,46.44097222222222,77,Level 5
467,47.8125,77,Level 6
468,27.77777777777778,78,Level 1
469,33.75,78,Level 2
470,40.833333333333336,78,Level 3
471,42.36111111111111,78,Level 4
472,46.38888888888889,78,Level 5
473,47.78645833333333,78,Level 6
474,28.055555555555557,79,Level 1
475,33.19444444444444,79,Level 2
476,41.25,79,Level 3
477,42.083333333333336,79,Level 4
478,46.57986111111111,79,Level 5
479,47.69097222222222,79,Level 6
480,28.61111111111111,80,Level 1
481,33.33333333333333,80,Level 2
482,41.18055555555556,80,Level 3
483,42.083333333333336,80,Level 4
484,46.68402777777778,80,Level 5
485,47.578125,80,Level 6
486,28.055555555555557,81,Level 1
487,33.05555555555556,81,Level 2
488,41.18055555555556,81,Level 3
489,42.01388888888889,81,Level 4
490,46.59722222222222,81,Level 5
491,47.604166666666664,81,Level 6
492,28.61111111111111,82,Level 1
493,33.19444444444444,82,Level 2
494,40.90277777777778,82,Level 3
495,42.291666666666664,82,Level 4
496,46.63194444444444,82,Level 5
497,47.673611111111114,82,Level 6
498,28.61111111111111,83,Level 1
499,32.77777777777778,83,Level 2
500,40.486111111111114,83,Level 3
501,42.46527777777778,83,Level 4
502,46.68402777777778,83,Level 5
503,47.75173611111111,83,Level 6
504,28.888888888888886,84,Level 1
505,33.33333333333333,84,Level 2
506,40.34722222222222,84,Level 3
507,42.22222222222222,84,Level 4
508,46.78819444444444,84,Level 5
509,47.78645833333333,84,Level 6
510,29.166666666666668,85,Level 1
511,33.611111111111114,85,Level 2
512,40.625,85,Level 3
513,42.22222222222222,85,Level 4
514,46.927083333333336,85,Level 5
515,47.77777777777778,85,Level 6
516,29.166666666666668,86,Level 1
517,34.166666666666664,86,Level 2
518,40.69444444444444,86,Level 3
519,42.15277777777778,86,Level 4
520,46.71875,86,Level 5
521,47.78645833333333,86,Level 6
522,29.166666666666668,87,Level 1
523,34.166666666666664,87,Level 2
524,40.625,87,Level 3
525,42.36111111111111,87,Level 4
526,46.875,87,Level 5
527,47.75173611111111,87,Level 6
528,29.444444444444446,88,Level 1
529,34.30555555555556,88,Level 2
530,40.416666666666664,88,Level 3
531,42.46527777777778,88,Level 4
532,46.94444444444444,88,Level 5
533,47.69965277777778,88,Level 6
534,29.444444444444446,89,Level 1
535,34.02777777777778,89,Level 2
536,40.55555555555556,89,Level 3
537,42.43055555555556,89,Level 4
538,47.25694444444444,89,Level 5
539,47.75173611111111,89,Level 6
540,30.0,90,Level 1
541,34.72222222222222,90,Level 2
542,40.416666666666664,90,Level 3
543,42.46527777777778,90,Level 4
544,47.291666666666664,90,Level 5
545,47.72569444444444,90,Level 6
546,30.0,91,Level 1
547,34.583333333333336,91,Level 2
548,40.97222222222222,91,Level 3
549,42.15277777777778,91,Level 4
550,47.22222222222222,91,Level 5
551,47.72569444444444,91,Level 6
552,30.277777777777775,92,Level 1
553,34.86111111111111,92,Level 2
554,41.18055555555556,92,Level 3
555,42.22222222222222,92,Level 4
556,47.25694444444444,92,Level 5
557,47.80381944444444,92,Level 6
558,29.72222222222222,93,Level 1
559,35.27777777777778,93,Level 2
560,41.388888888888886,93,Level 3
561,41.90972222222222,93,Level 4
562,47.326388888888886,93,Level 5
563,47.717013888888886,93,Level 6
564,28.888888888888886,94,Level 1
565,36.25,94,Level 2
566,41.041666666666664,94,Level 3
567,42.048611111111114,94,Level 4
568,47.447916666666664,94,Level 5
569,47.53472222222222,94,Level 6
570,29.444444444444446,95,Level 1
571,36.11111111111111,95,Level 2
572,41.18055555555556,95,Level 3
573,42.22222222222222,95,Level 4
574,47.58680555555556,95,Level 5
575,47.56944444444444,95,Level 6
576,29.444444444444446,96,Level 1
577,36.11111111111111,96,Level 2
578,41.25,96,Level 3
579,42.22222222222222,96,Level 4
580,47.30902777777778,96,Level 5
581,47.43055555555556,96,Level 6
582,28.61111111111111,97,Level 1
583,36.94444444444444,97,Level 2
584,41.25,97,Level 3
585,42.326388888888886,97,Level 4
586,47.22222222222222,97,Level 5
587,47.50868055555556,97,Level 6
588,28.333333333333332,98,Level 1
589,37.361111111111114,98,Level 2
590,41.388888888888886,98,Level 3
591,42.53472222222222,98,Level 4
592,47.1875,98,Level 5
593,47.53472222222222,98,Level 6
594,27.77777777777778,99,Level 1
595,37.083333333333336,99,Level 2
596,41.736111111111114,99,Level 3
597,42.53472222222222,99,Level 4
598,47.39583333333333,99,Level 5
599,47.552083333333336,99,Level 6
600,27.77777777777778,100,Level 1
601,37.5,100,Level 2
602,41.388888888888886,100,Level 3
603,42.951388888888886,100,Level 4
604,47.48263888888889,100,Level 5
605,47.39583333333333,100,Level 6
606,27.77777777777778,101,Level 1
607,37.638888888888886,101,Level 2
608,41.25,101,Level 3
609,43.020833333333336,101,Level 4
610,47.517361111111114,101,Level 5
611,47.48263888888889,101,Level 6
612,28.055555555555557,102,Level 1
613,37.77777777777778,102,Level 2
614,41.18055555555556,102,Level 3
615,42.951388888888886,102,Level 4
616,47.82986111111111,102,Level 5
617,47.53472222222222,102,Level 6
618,28.333333333333332,103,Level 1
619,37.5,103,Level 2
620,41.59722222222222,103,Level 3
621,43.125,103,Level 4
622,47.8125,103,Level 5
623,47.46527777777778,103,Level 6
624,28.333333333333332,104,Level 1
625,37.5,104,Level 2
626,41.736111111111114,104,Level 3
627,43.333333333333336,104,Level 4
628,47.93402777777778,104,Level 5
629,47.517361111111114,104,Level 6
630,28.888888888888886,105,Level 1
631,38.333333333333336,105,Level 2
632,41.80555555555556,105,Level 3
633,43.888888888888886,105,Level 4
634,47.760416666666664,105,Level 5
635,47.37847222222222,105,Level 6
636,28.888888888888886,106,Level 1
637,38.611111111111114,106,Level 2
638,41.875,106,Level 3
639,44.201388888888886,106,Level 4
640,47.8125,106,Level 5
641,47.421875,106,Level 6
642,28.888888888888886,107,Level 1
643,39.44444444444444,107,Level 2
644,41.94444444444444,107,Level 3
645,44.375,107,Level 4
646,47.638888888888886,107,Level 5
647,47.22222222222222,107,Level 6
648,29.166666666666668,108,Level 1
649,39.44444444444444,108,Level 2
650,41.458333333333336,108,Level 3
651,44.65277777777778,108,Level 4
652,47.69097222222222,108,Level 5
653,47.23090277777778,108,Level 6
654,30.0,109,Level 1
655,40.0,109,Level 2
656,41.18055555555556,109,Level 3
657,44.79166666666667,109,Level 4
658,47.58680555555556,109,Level 5
659,47.19618055555556,109,Level 6
660,30.277777777777775,110,Level 1
661,40.27777777777778,110,Level 2
662,41.25,110,Level 3
663,44.72222222222222,110,Level 4
664,47.56944444444444,110,Level 5
665,47.369791666666664,110,Level 6
666,30.277777777777775,111,Level 1
667,40.0,111,Level 2
668,41.59722222222222,111,Level 3
669,45.0,111,Level 4
670,47.291666666666664,111,Level 5
671,47.54340277777778,111,Level 6
672,30.833333333333336,112,Level 1
673,40.0,112,Level 2
674,41.736111111111114,112,Level 3
675,44.82638888888889,112,Level 4
676,47.239583333333336,112,Level 5
677,47.58680555555556,112,Level 6
678,30.277777777777775,113,Level 1
679,40.416666666666664,113,Level 2
680,41.736111111111114,113,Level 3
681,44.895833333333336,113,Level 4
682,47.15277777777778,113,Level 5
683,47.43055555555556,113,Level 6
684,30.833333333333336,114,Level 1
685,40.69444444444444,114,Level 2
686,41.80555555555556,114,Level 3
687,45.06944444444444,114,Level 4
688,47.013888888888886,114,Level 5
689,47.5,114,Level 6
690,30.833333333333336,115,Level 1
691,40.55555555555556,115,Level 2
692,42.01388888888889,115,Level 3
693,45.03472222222222,115,Level 4
694,47.10069444444444,115,Level 5
695,47.517361111111114,115,Level 6
696,30.833333333333336,116,Level 1
697,40.416666666666664,116,Level 2
698,41.875,116,Level 3
699,45.104166666666664,116,Level 4
700,47.1875,116,Level 5
701,47.447916666666664,116,Level 6
702,30.555555555555557,117,Level 1
703,40.55555555555556,117,Level 2
704,42.291666666666664,117,Level 3
705,45.104166666666664,117,Level 4
706,47.03125,117,Level 5
707,47.61284722222222,117,Level 6
708,30.555555555555557,118,Level 1
709,40.69444444444444,118,Level 2
710,41.94444444444444,118,Level 3
711,45.173611111111114,118,Level 4
712,47.30902777777778,118,Level 5
713,47.638888888888886,118,Level 6
714,30.277777777777775,119,Level 1
715,40.97222222222222,119,Level 2
716,41.11111111111111,119,Level 3
717,45.24305555555556,119,Level 4
718,47.239583333333336,119,Level 5
719,47.673611111111114,119,Level 6
