,percent_wom,tick,position
79,29.72222222222222,13,Level 2
80,32.166666666666664,13,Level 3
81,37.27777777777778,13,Level 4
82,41.99074074074074,13,Level 5
83,47.91435185185185,13,Level 6
84,27.22222222222222,14,Level 1
85,29.72222222222222,14,Level 2
86,32.416666666666664,14,Level 3
87,37.375,14,Level 4
88,42.125,14,Level 5
89,47.92824074074074,14,Level 6
90,27.0,15,Level 1
91,30.166666666666668,15,Level 2
92,32.138888888888886,15,Level 3
93,37.541666666666664,15,Level 4
94,42.25,15,Level 5
95,47.88425925925926,15,Level 6
96,26.88888888888889,16,Level 1
97,30.11111111111111,16,Level 2
98,32.361111111111114,16,Level 3
99,37.73611111111111,16,Level 4
100,42.245370370370374,16,Level 5
101,47.90740740740741,16,Level 6
102,27.111111111111114,17,Level 1
103,30.277777777777775,17,Level 2
104,32.58333333333333,17,Level 3
105,37.72222222222222,17,Level 4
106,42.324074074074076,17,Level 5
107,47.95138888888889,17,Level 6
108,26.88888888888889,18,Level 1
109,30.166666666666668,18,Level 2
110,32.69444444444444,18,Level 3
111,37.69444444444445,18,Level 4
112,42.379629629629626,18,Level 5
113,48.03125,18,Level 6
114,27.111111111111114,19,Level 1
115,30.0,19,Level 2
116,32.666666666666664,19,Level 3
117,37.76388888888889,19,Level 4
118,42.4537037037037,19,Level 5
119,48.03356481481482,19,Level 6
120,27.444444444444443,20,Level 1
121,30.0,20,Level 2
122,32.88888888888889,20,Level 3
123,37.861111111111114,20,Level 4
124,42.52777777777778,20,Level 5
125,48.019675925925924,20,Level 6
126,27.22222222222222,21,Level 1
127,29.833333333333336,21,Level 2
128,33.22222222222222,21,Level 3
129,37.65277777777778,21,Level 4
130,42.66666666666667,21,Level 5
131,48.0474537037037,21,Level 6
132,27.333333333333332,22,Level 1
133,30.166666666666668,22,Level 2
134,33.25,22,Level 3
135,37.638888888888886,22,Level 4
136,42.833333333333336,22,Level 5
137,48.052083333333336,22,Level 6
138,27.111111111111114,23,Level 1
139,30.388888888888886,23,Level 2
140,33.44444444444444,23,Level 3
141,37.72222222222222,23,Level 4
142,42.97685185185185,23,Level 5
143,47.99305555555556,23,Level 6
144,27.111111111111114,24,Level 1
145,30.61111111111111,24,Level 2
146,33.52777777777778,24,Level 3
147,37.72222222222222,24,Level 4
148,43.02777777777778,24,Level 5
149,48.001157407407405,24,Level 6
150,27.22222222222222,25,Level 1
151,30.388888888888886,25,Level 2
152,33.55555555555556,25,Level 3
153,37.73611111111111,25,Level 4
154,43.175925925925924,25,Level 5
155,47.99305555555556,25,Level 6
156,27.0,26,Level 1
157,30.555555555555557,26,Level 2
158,33.69444444444444,26,Level 3
159,37.79166666666667,26,Level 4
160,43.29629629629629,26,Level 5
161,47.99074074074074,26,Level 6
162,26.77777777777778,27,Level 1
163,30.61111111111111,27,Level 2
164,33.58333333333333,27,Level 3
165,37.93055555555556,27,Level 4
166,43.361111111111114,27,Level 5
167,47.93865740740741,27,Level 6
168,26.77777777777778,28,Level 1
169,30.777777777777775,28,Level 2
170,33.58333333333333,28,Level 3
171,37.94444444444444,28,Level 4
172,43.583333333333336,28,Level 5
173,47.93055555555556,28,Level 6
174,26.88888888888889,29,Level 1
175,30.88888888888889,29,Level 2
176,33.666666666666664,29,Level 3
177,38.01388888888889,29,Level 4
178,43.71759259259259,29,Level 5
179,47.92708333333333,29,Level 6
180,26.77777777777778,30,Level 1
181,30.944444444444446,30,Level 2
182,34.0,30,Level 3
183,37.98611111111111,30,Level 4
184,43.75462962962963,30,Level 5
185,47.97337962962963,30,Level 6
186,26.444444444444443,31,Level 1
187,31.055555555555554,31,Level 2
188,34.08333333333333,31,Level 3
189,38.02777777777778,31,Level 4
190,43.842592592592595,31,Level 5
191,47.95138888888889,31,Level 6
192,26.111111111111114,32,Level 1
193,31.055555555555554,32,Level 2
194,33.88888888888889,32,Level 3
195,38.01388888888889,32,Level 4
196,43.96296296296296,32,Level 5
197,47.97453703703704,32,Level 6
198,25.77777777777778,33,Level 1
199,31.666666666666664,33,Level 2
200,33.69444444444444,33,Level 3
201,38.01388888888889,33,Level 4
202,44.0462962962963,33,Level 5
203,47.99189814814815,33,Level 6
204,26.0,34,Level 1
205,31.666666666666664,34,Level 2
206,33.666666666666664,34,Level 3
207,38.05555555555556,34,Level 4
208,44.20370370370371,34,Level 5
209,48.02199074074074,34,Level 6
210,26.222222222222225,35,Level 1
211,31.833333333333336,35,Level 2
212,33.63888888888889,35,Level 3
213,38.04166666666667,35,Level 4
214,44.31018518518518,35,Level 5
215,48.013888888888886,35,Level 6
216,26.222222222222225,36,Level 1
217,31.944444444444443,36,Level 2
218,33.55555555555556,36,Level 3
219,38.23611111111111,36,Level 4
220,44.407407407407405,36,Level 5
221,48.00578703703703,36,Level 6
222,26.111111111111114,37,Level 1
223,31.833333333333336,37,Level 2
224,33.83333333333333,37,Level 3
225,38.19444444444444,37,Level 4
226,44.53703703703704,37,Level 5
227,48.02430555555556,37,Level 6
228,26.444444444444443,38,Level 1
229,32.166666666666664,38,Level 2
230,33.83333333333333,38,Level 3
231,38.23611111111111,38,Level 4
232,44.57407407407407,38,Level 5
233,48.05787037037037,38,Level 6
234,26.77777777777778,39,Level 1
235,32.05555555555556,39,Level 2
236,34.0,39,Level 3
237,38.18055555555556,39,Level 4
238,44.699074074074076,39,Level 5
239,48.061342592592595,39,Level 6
240,26.77777777777778,40,Level 1
241,32.22222222222222,40,Level 2
242,34.08333333333333,40,Level 3
243,38.25,40,Level 4
244,44.73611111111111,40,Level 5
245,48.09722222222222,40,Level 6
246,26.444444444444443,41,Level 1
247,32.05555555555556,41,Level 2
248,34.11111111111111,41,Level 3
249,38.30555555555556,41,Level 4
250,44.842592592592595,41,Level 5
251,48.052083333333336,41,Level 6
252,26.666666666666668,42,Level 1
253,32.111111111111114,42,Level 2
254,33.97222222222222,42,Level 3
255,38.29166666666667,42,Level 4
256,44.907407407407405,42,Level 5
257,48.063657407407405,42,Level 6
258,26.555555555555554,43,Level 1
259,31.944444444444443,43,Level 2
260,34.30555555555556,43,Level 3
261,38.31944444444444,43,Level 4
262,45.0,43,Level 5
263,48.09722222222222,43,Level 6
264,26.666666666666668,44,Level 1
265,31.944444444444443,44,Level 2
266,34.25,44,Level 3
267,38.44444444444444,44,Level 4
268,45.08796296296296,44,Level 5
269,48.074074074074076,44,Level 6
270,26.444444444444443,45,Level 1
271,32.166666666666664,45,Level 2
272,34.333333333333336,45,Level 3
273,38.458333333333336,45,Level 4
274,45.13425925925926,45,Level 5
275,48.104166666666664,45,Level 6
276,26.555555555555554,46,Level 1
277,32.44444444444444,46,Level 2
278,34.36111111111111,46,Level 3
279,38.513888888888886,46,Level 4
280,45.13425925925926,46,Level 5
281,48.13078703703704,46,Level 6
282,26.555555555555554,47,Level 1
283,32.388888888888886,47,Level 2
284,34.5,47,Level 3
285,38.52777777777778,47,Level 4
286,45.175925925925924,47,Level 5
287,48.13194444444445,47,Level 6
288,26.555555555555554,48,Level 1
289,32.388888888888886,48,Level 2
290,34.63888888888889,48,Level 3
291,38.611111111111114,48,Level 4
292,45.31481481481482,48,Level 5
293,48.14699074074074,48,Level 6
294,26.555555555555554,49,Level 1
295,32.5,49,Level 2
296,34.63888888888889,49,Level 3
297,38.72222222222222,49,Level 4
298,45.31481481481482,49,Level 5
299,48.12731481481482,49,Level 6
300,26.333333333333332,50,Level 1
301,32.44444444444444,50,Level 2
302,34.833333333333336,50,Level 3
303,38.65277777777778,50,Level 4
304,45.46296296296296,50,Level 5
305,48.10185185185185,50,Level 6
306,26.0,51,Level 1
307,32.666666666666664,51,Level 2
308,34.94444444444444,51,Level 3
309,38.47222222222222,51,Level 4
310,45.7037037037037,51,Level 5
311,48.14583333333333,51,Level 6
312,26.333333333333332,52,Level 1
313,32.611111111111114,52,Level 2
314,35.27777777777778,52,Level 3
315,38.625,52,Level 4
316,45.726851851851855,52,Level 5
317,48.12152777777778,52,Level 6
318,26.77777777777778,53,Level 1
319,32.611111111111114,53,Level 2
320,35.30555555555556,53,Level 3
321,38.666666666666664,53,Level 4
322,45.875,53,Level 5
323,48.098379629629626,53,Level 6
324,27.0,54,Level 1
325,32.27777777777778,54,Level 2
326,35.61111111111111,54,Level 3
327,38.40277777777778,54,Level 4
328,45.93518518518518,54,Level 5
329,48.10995370370371,54,Level 6
330,26.88888888888889,55,Level 1
331,32.05555555555556,55,Level 2
332,35.833333333333336,55,Level 3
333,38.55555555555556,55,Level 4
334,46.023148148148145,55,Level 5
335,48.148148148148145,55,Level 6
336,26.666666666666668,56,Level 1
337,31.944444444444443,56,Level 2
338,36.138888888888886,56,Level 3
339,38.75,56,Level 4
340,46.09259259259259,56,Level 5
341,48.16666666666667,56,Level 6
342,27.0,57,Level 1
343,32.166666666666664,57,Level 2
344,36.138888888888886,57,Level 3
345,38.625,57,Level 4
346,46.14351851851852,57,Level 5
347,48.16898148148148,57,Level 6
348,27.22222222222222,58,Level 1
349,32.166666666666664,58,Level 2
350,36.69444444444444,58,Level 3
351,38.59722222222222,58,Level 4
352,46.19444444444444,58,Level 5
353,48.18518518518518,58,Level 6
354,27.444444444444443,59,Level 1
355,32.111111111111114,59,Level 2
356,36.80555555555556,59,Level 3
357,38.5,59,Level 4
358,46.324074074074076,59,Level 5
359,48.1412037037037,59,Level 6
360,27.555555555555557,60,Level 1
361,32.22222222222222,60,Level 2
362,36.611111111111114,60,Level 3
363,38.611111111111114,60,Level 4
364,46.42129629629629,60,Level 5
365,48.09953703703704,60,Level 6
366,27.88888888888889,61,Level 1
367,31.833333333333336,61,Level 2
368,36.666666666666664,61,Level 3
369,38.59722222222222,61,Level 4
370,46.49074074074074,61,Level 5
371,48.12268518518519,61,Level 6
372,27.77777777777778,62,Level 1
373,31.77777777777778,62,Level 2
374,36.69444444444444,62,Level 3
375,38.625,62,Level 4
376,46.55555555555556,62,Level 5
377,48.14699074074074,62,Level 6
378,27.22222222222222,63,Level 1
379,31.88888888888889,63,Level 2
380,36.888888888888886,63,Level 3
381,38.69444444444444,63,Level 4
382,46.58333333333333,63,Level 5
383,48.16435185185185,63,Level 6
384,27.0,64,Level 1
385,32.22222222222222,64,Level 2
386,36.666666666666664,64,Level 3
387,38.94444444444444,64,Level 4
388,46.56944444444445,64,Level 5
389,48.20023148148148,64,Level 6
390,26.88888888888889,65,Level 1
391,32.44444444444444,65,Level 2
392,36.916666666666664,65,Level 3
393,39.0,65,Level 4
394,46.532407407407405,65,Level 5
395,48.20949074074074,65,Level 6
396,26.88888888888889,66,Level 1
397,32.55555555555556,66,Level 2
398,36.55555555555556,66,Level 3
399,39.19444444444444,66,Level 4
400,46.58333333333333,66,Level 5
401,48.229166666666664,66,Level 6
402,26.88888888888889,67,Level 1
403,32.666666666666664,67,Level 2
404,36.666666666666664,67,Level 3
405,39.05555555555556,67,Level 4
406,46.736111111111114,67,Level 5
407,48.21527777777778,67,Level 6
408,26.666666666666668,68,Level 1
409,32.666666666666664,68,Level 2
410,36.75,68,Level 3
411,39.08333333333333,68,Level 4
412,46.87037037037037,68,Level 5
413,48.23148148148148,68,Level 6
414,26.555555555555554,69,Level 1
415,32.666666666666664,69,Level 2
416,36.77777777777778,69,Level 3
417,39.22222222222223,69,Level 4
418,46.91203703703704,69,Level 5
419,48.19444444444444,69,Level 6
420,26.555555555555554,70,Level 1
421,32.611111111111114,70,Level 2
422,36.666666666666664,70,Level 3
423,39.40277777777778,70,Level 4
424,46.949074074074076,70,Level 5
425,48.21875,70,Level 6
426,26.333333333333332,71,Level 1
427,32.83333333333333,71,Level 2
428,36.77777777777778,71,Level 3
429,39.43055555555556,71,Level 4
430,47.09722222222222,71,Level 5
431,48.22800925925926,71,Level 6
432,26.555555555555554,72,Level 1
433,32.611111111111114,72,Level 2
434,36.611111111111114,72,Level 3
435,39.513888888888886,72,Level 4
436,47.23148148148148,72,Level 5
437,48.21180555555556,72,Level 6
438,26.222222222222225,73,Level 1
439,32.666666666666664,73,Level 2
440,36.833333333333336,73,Level 3
441,39.375,73,Level 4
442,47.30555555555556,73,Level 5
443,48.21296296296296,73,Level 6
444,26.88888888888889,74,Level 1
445,32.77777777777778,74,Level 2
446,37.02777777777778,74,Level 3
447,39.55555555555556,74,Level 4
448,47.342592592592595,74,Level 5
449,48.17013888888889,74,Level 6
450,27.111111111111114,75,Level 1
451,32.94444444444444,75,Level 2
452,37.02777777777778,75,Level 3
453,39.666666666666664,75,Level 4
454,47.40740740740741,75,Level 5
455,48.116898148148145,75,Level 6
456,28.000000000000004,76,Level 1
457,32.77777777777778,76,Level 2
458,37.138888888888886,76,Level 3
459,39.88888888888889,76,Level 4
460,47.4537037037037,76,Level 5
461,48.08449074074074,76,Level 6
462,27.88888888888889,77,Level 1
463,32.83333333333333,77,Level 2
464,37.25,77,Level 3
465,39.90277777777778,77,Level 4
466,47.5,77,Level 5
467,48.082175925925924,77,Level 6
468,27.555555555555557,78,Level 1
469,33.05555555555556,78,Level 2
470,37.361111111111114,78,Level 3
471,39.861111111111114,78,Level 4
472,47.7037037037037,78,Level 5
473,48.041666666666664,78,Level 6
474,27.666666666666668,79,Level 1
475,33.111111111111114,79,Level 2
476,37.27777777777778,79,Level 3
477,40.09722222222222,79,Level 4
478,47.60185185185185,79,Level 5
479,48.12037037037037,79,Level 6
480,27.77777777777778,80,Level 1
481,33.38888888888889,80,Level 2
482,37.19444444444445,80,Level 3
483,40.041666666666664,80,Level 4
484,47.708333333333336,80,Level 5
485,48.092592592592595,80,Level 6
486,26.88888888888889,81,Level 1
487,33.55555555555556,81,Level 2
488,37.19444444444445,81,Level 3
489,40.236111111111114,81,Level 4
490,47.68518518518518,81,Level 5
491,48.09722222222222,81,Level 6
492,26.88888888888889,82,Level 1
493,33.33333333333333,82,Level 2
494,37.611111111111114,82,Level 3
495,40.486111111111114,82,Level 4
496,47.745370370370374,82,Level 5
497,48.092592592592595,82,Level 6
498,27.22222222222222,83,Level 1
499,33.44444444444444,83,Level 2
500,37.94444444444444,83,Level 3
501,40.458333333333336,83,Level 4
502,47.800925925925924,83,Level 5
503,48.12268518518519,83,Level 6
504,27.444444444444443,84,Level 1
505,33.611111111111114,84,Level 2
506,37.69444444444445,84,Level 3
507,40.625,84,Level 4
508,47.87037037037037,84,Level 5
509,48.160879629629626,84,Level 6
510,26.88888888888889,85,Level 1
511,33.38888888888889,85,Level 2
512,37.75,85,Level 3
513,40.583333333333336,85,Level 4
514,47.97222222222222,85,Level 5
515,48.17824074074074,85,Level 6
516,26.88888888888889,86,Level 1
517,33.55555555555556,86,Level 2
518,37.80555555555555,86,Level 3
519,40.61111111111111,86,Level 4
520,47.95833333333333,86,Level 5
521,48.19907407407407,86,Level 6
522,27.22222222222222,87,Level 1
523,33.72222222222222,87,Level 2
524,37.72222222222222,87,Level 3
525,40.63888888888889,87,Level 4
526,47.9537037037037,87,Level 5
527,48.15393518518519,87,Level 6
528,27.333333333333332,88,Level 1
529,33.5,88,Level 2
530,37.666666666666664,88,Level 3
531,40.875,88,Level 4
532,47.9212962962963,88,Level 5
533,48.15277777777778,88,Level 6
534,27.22222222222222,89,Level 1
535,33.666666666666664,89,Level 2
536,37.72222222222222,89,Level 3
537,41.013888888888886,89,Level 4
538,47.9212962962963,89,Level 5
539,48.15393518518519,89,Level 6
540,27.22222222222222,90,Level 1
541,33.88888888888889,90,Level 2
542,37.833333333333336,90,Level 3
543,41.16666666666667,90,Level 4
544,47.94444444444444,90,Level 5
545,48.16550925925926,90,Level 6
546,27.333333333333332,91,Level 1
547,34.166666666666664,91,Level 2
548,37.833333333333336,91,Level 3
549,41.36111111111111,91,Level 4
550,48.01851851851852,91,Level 5
551,48.098379629629626,91,Level 6
552,27.555555555555557,92,Level 1
553,33.94444444444444,92,Level 2
554,38.02777777777778,92,Level 3
555,41.43055555555556,92,Level 4
556,48.013888888888886,92,Level 5
557,48.114583333333336,92,Level 6
558,27.77777777777778,93,Level 1
559,34.0,93,Level 2
560,37.97222222222222,93,Level 3
561,41.625,93,Level 4
562,48.050925925925924,93,Level 5
563,48.136574074074076,93,Level 6
564,28.111111111111107,94,Level 1
565,34.05555555555556,94,Level 2
566,38.02777777777778,94,Level 3
567,41.888888888888886,94,Level 4
568,48.03703703703704,94,Level 5
569,48.17824074074074,94,Level 6
570,28.333333333333332,95,Level 1
571,34.72222222222222,95,Level 2
572,37.888888888888886,95,Level 3
573,42.125,95,Level 4
574,48.00462962962963,95,Level 5
575,48.17708333333333,95,Level 6
576,28.22222222222222,96,Level 1
577,34.72222222222222,96,Level 2
578,37.69444444444445,96,Level 3
579,42.31944444444444,96,Level 4
580,48.08796296296297,96,Level 5
581,48.14699074074074,96,Level 6
582,28.111111111111107,97,Level 1
583,34.333333333333336,97,Level 2
584,37.75,97,Level 3
585,42.611111111111114,97,Level 4
586,48.041666666666664,97,Level 5
587,48.0775462962963,97,Level 6
588,28.111111111111107,98,Level 1
589,34.5,98,Level 2
590,37.77777777777778,98,Level 3
591,42.52777777777778,98,Level 4
592,48.05555555555556,98,Level 5
593,48.07175925925926,98,Level 6
594,28.22222222222222,99,Level 1
595,34.38888888888889,99,Level 2
596,37.72222222222222,99,Level 3
597,42.93055555555556,99,Level 4
598,48.00925925925926,99,Level 5
599,48.039351851851855,99,Level 6
600,28.333333333333332,100,Level 1
601,34.166666666666664,100,Level 2
602,37.77777777777778,100,Level 3
603,42.888888888888886,100,Level 4
604,48.06018518518518,100,Level 5
605,48.09722222222222,100,Level 6
606,28.22222222222222,101,Level 1
607,34.333333333333336,101,Level 2
608,37.72222222222222,101,Level 3
609,43.06944444444444,101,Level 4
610,48.0,101,Level 5
611,48.11574074074074,101,Level 6
612,28.333333333333332,102,Level 1
613,34.61111111111111,102,Level 2
614,37.583333333333336,102,Level 3
615,43.23611111111111,102,Level 4
616,48.023148148148145,102,Level 5
617,48.160879629629626,102,Level 6
618,28.22222222222222,103,Level 1
619,34.61111111111111,103,Level 2
620,37.666666666666664,103,Level 3
621,43.541666666666664,103,Level 4
622,48.032407407407405,103,Level 5
623,48.094907407407405,103,Level 6
624,28.333333333333332,104,Level 1
625,34.72222222222222,104,Level 2
626,37.69444444444445,104,Level 3
627,43.44444444444445,104,Level 4
628,48.09722222222222,104,Level 5
629,48.12152777777778,104,Level 6
630,28.22222222222222,105,Level 1
631,34.66666666666667,105,Level 2
632,37.77777777777778,105,Level 3
633,43.666666666666664,105,Level 4
634,48.03703703703704,105,Level 5
635,48.15740740740741,105,Level 6
636,28.333333333333332,106,Level 1
637,34.77777777777778,106,Level 2
638,37.97222222222222,106,Level 3
639,43.68055555555556,106,Level 4
640,47.986111111111114,106,Level 5
641,48.126157407407405,106,Level 6
642,28.22222222222222,107,Level 1
643,34.833333333333336,107,Level 2
644,37.80555555555555,107,Level 3
645,43.861111111111114,107,Level 4
646,48.03703703703704,107,Level 5
647,48.107638888888886,107,Level 6
648,28.111111111111107,108,Level 1
649,34.833333333333336,108,Level 2
650,37.916666666666664,108,Level 3
651,44.0,108,Level 4
652,47.976851851851855,108,Level 5
653,48.13773148148148,108,Level 6
654,27.77777777777778,109,Level 1
655,35.16666666666667,109,Level 2
656,37.94444444444444,109,Level 3
657,44.25,109,Level 4
658,47.99074074074074,109,Level 5
659,48.12268518518519,109,Level 6
660,28.111111111111107,110,Level 1
661,35.11111111111111,110,Level 2
662,38.0,110,Level 3
663,44.55555555555556,110,Level 4
664,47.995370370370374,110,Level 5
665,48.114583333333336,110,Level 6
666,28.333333333333332,111,Level 1
667,35.11111111111111,111,Level 2
668,38.05555555555556,111,Level 3
669,44.625,111,Level 4
670,48.02777777777778,111,Level 5
671,48.116898148148145,111,Level 6
672,28.333333333333332,112,Level 1
673,35.22222222222222,112,Level 2
674,38.333333333333336,112,Level 3
675,44.416666666666664,112,Level 4
676,48.00462962962963,112,Level 5
677,48.148148148148145,112,Level 6
678,28.555555555555557,113,Level 1
679,35.55555555555556,113,Level 2
680,38.416666666666664,113,Level 3
681,44.361111111111114,113,Level 4
682,48.083333333333336,113,Level 5
683,48.114583333333336,113,Level 6
684,28.333333333333332,114,Level 1
685,35.66666666666667,114,Level 2
686,38.333333333333336,114,Level 3
687,44.31944444444444,114,Level 4
688,48.0787037037037,114,Level 5
689,48.09722222222222,114,Level 6
690,28.666666666666668,115,Level 1
691,35.72222222222222,115,Level 2
692,38.388888888888886,115,Level 3
693,44.43055555555556,115,Level 4
694,48.050925925925924,115,Level 5
695,48.08796296296297,115,Level 6
696,28.999999999999996,116,Level 1
697,35.833333333333336,116,Level 2
698,38.361111111111114,116,Level 3
699,44.52777777777778,116,Level 4
700,48.092592592592595,116,Level 5
701,48.098379629629626,116,Level 6
702,29.22222222222222,117,Level 1
703,36.0,117,Level 2
704,38.27777777777778,117,Level 3
705,44.458333333333336,117,Level 4
706,48.19444444444444,117,Level 5
707,48.04976851851852,117,Level 6
708,29.444444444444446,118,Level 1
709,35.888888888888886,118,Level 2
710,38.30555555555556,118,Level 3
711,44.54166666666667,118,Level 4
712,48.25,118,Level 5
713,47.98148148148148,118,Level 6
714,29.444444444444446,119,Level 1
715,35.888888888888886,119,Level 2
716,38.25,119,Level 3
717,44.68055555555556,119,Level 4
718,48.226851851851855,119,Level 5
719,48.032407407407405,119,Level 6
