,percent_wom,tick,position
344,35.583333333333336,57,Level 3
345,40.13888888888889,57,Level 4
346,45.63888888888889,57,Level 5
347,47.792824074074076,57,Level 6
348,27.0,58,Level 1
349,30.555555555555557,58,Level 2
350,35.44444444444444,58,Level 3
351,40.486111111111114,58,Level 4
352,45.57407407407407,58,Level 5
353,47.8125,58,Level 6
354,26.88888888888889,59,Level 1
355,30.444444444444446,59,Level 2
356,35.52777777777778,59,Level 3
357,40.666666666666664,59,Level 4
358,45.59259259259259,59,Level 5
359,47.78819444444444,59,Level 6
360,27.111111111111114,60,Level 1
361,30.444444444444446,60,Level 2
362,35.52777777777778,60,Level 3
363,40.84722222222222,60,Level 4
364,45.620370370370374,60,Level 5
365,47.7662037037037,60,Level 6
366,27.444444444444443,61,Level 1
367,30.0,61,Level 2
368,35.75,61,Level 3
369,40.763888888888886,61,Level 4
370,45.726851851851855,61,Level 5
371,47.78819444444444,61,Level 6
372,27.555555555555557,62,Level 1
373,29.888888888888886,62,Level 2
374,35.80555555555556,62,Level 3
375,40.63888888888889,62,Level 4
376,45.87962962962963,62,Level 5
377,47.813657407407405,62,Level 6
378,27.555555555555557,63,Level 1
379,29.888888888888886,63,Level 2
380,36.083333333333336,63,Level 3
381,40.52777777777778,63,Level 4
382,45.976851851851855,63,Level 5
383,47.822916666666664,63,Level 6
384,27.555555555555557,64,Level 1
385,30.055555555555557,64,Level 2
386,36.5,64,Level 3
387,40.33333333333333,64,Level 4
388,46.17129629629629,64,Level 5
389,47.832175925925924,64,Level 6
390,27.77777777777778,65,Level 1
391,30.333333333333336,65,Level 2
392,36.30555555555556,65,Level 3
393,40.44444444444444,65,Level 4
394,46.23148148148148,65,Level 5
395,47.86921296296296,65,Level 6
396,28.333333333333332,66,Level 1
397,30.22222222222222,66,Level 2
398,36.611111111111114,66,Level 3
399,40.38888888888889,66,Level 4
400,46.416666666666664,66,Level 5
401,47.86111111111111,66,Level 6
402,28.666666666666668,67,Level 1
403,30.277777777777775,67,Level 2
404,36.75,67,Level 3
405,40.40277777777778,67,Level 4
406,46.61574074074074,67,Level 5
407,47.87384259259259,67,Level 6
408,28.888888888888886,68,Level 1
409,29.777777777777775,68,Level 2
410,37.05555555555556,68,Level 3
411,40.38888888888889,68,Level 4
412,46.56944444444445,68,Level 5
413,47.90625,68,Level 6
414,28.888888888888886,69,Level 1
415,29.61111111111111,69,Level 2
416,36.77777777777778,69,Level 3
417,40.56944444444445,69,Level 4
418,46.67129629629629,69,Level 5
419,47.89236111111111,69,Level 6
420,28.999999999999996,70,Level 1
421,29.666666666666668,70,Level 2
422,36.75,70,Level 3
423,40.80555555555556,70,Level 4
424,46.60648148148148,70,Level 5
425,47.90625,70,Level 6
426,29.22222222222222,71,Level 1
427,29.555555555555557,71,Level 2
428,36.77777777777778,71,Level 3
429,40.763888888888886,71,Level 4
430,46.68518518518518,71,Level 5
431,47.863425925925924,71,Level 6
432,29.22222222222222,72,Level 1
433,29.666666666666668,72,Level 2
434,36.888888888888886,72,Level 3
435,40.986111111111114,72,Level 4
436,46.675925925925924,72,Level 5
437,47.91782407407407,72,Level 6
438,29.11111111111111,73,Level 1
439,29.833333333333336,73,Level 2
440,37.02777777777778,73,Level 3
441,40.84722222222222,73,Level 4
442,46.81481481481482,73,Level 5
443,47.925925925925924,73,Level 6
444,29.22222222222222,74,Level 1
445,30.277777777777775,74,Level 2
446,36.861111111111114,74,Level 3
447,41.013888888888886,74,Level 4
448,46.89814814814815,74,Level 5
449,47.89930555555556,74,Level 6
450,28.77777777777778,75,Level 1
451,31.0,75,Level 2
452,36.833333333333336,75,Level 3
453,41.083333333333336,75,Level 4
454,46.96296296296296,75,Level 5
455,47.8900462962963,75,Level 6
456,28.77777777777778,76,Level 1
457,30.944444444444446,76,Level 2
458,36.72222222222222,76,Level 3
459,41.236111111111114,76,Level 4
460,47.07870370370371,76,Level 5
461,47.855324074074076,76,Level 6
462,28.77777777777778,77,Level 1
463,31.166666666666664,77,Level 2
464,36.97222222222222,77,Level 3
465,40.97222222222222,77,Level 4
466,47.06944444444445,77,Level 5
467,47.87268518518519,77,Level 6
468,28.999999999999996,78,Level 1
469,31.222222222222225,78,Level 2
470,37.083333333333336,78,Level 3
471,41.15277777777778,78,Level 4
472,47.050925925925924,78,Level 5
473,47.92013888888889,78,Level 6
474,29.11111111111111,79,Level 1
475,31.0,79,Level 2
476,37.166666666666664,79,Level 3
477,41.125,79,Level 4
478,47.2037037037037,79,Level 5
479,47.88541666666667,79,Level 6
480,28.999999999999996,80,Level 1
481,30.666666666666664,80,Level 2
482,37.583333333333336,80,Level 3
483,40.958333333333336,80,Level 4
484,47.24074074074074,80,Level 5
485,47.886574074074076,80,Level 6
486,28.999999999999996,81,Level 1
487,30.444444444444446,81,Level 2
488,37.861111111111114,81,Level 3
489,40.94444444444444,81,Level 4
490,47.25925925925926,81,Level 5
491,47.93055555555556,81,Level 6
492,28.999999999999996,82,Level 1
493,30.388888888888886,82,Level 2
494,37.916666666666664,82,Level 3
495,41.06944444444444,82,Level 4
496,47.2962962962963,82,Level 5
497,47.9525462962963,82,Level 6
498,28.999999999999996,83,Level 1
499,30.72222222222222,83,Level 2
500,37.833333333333336,83,Level 3
501,41.15277777777778,83,Level 4
502,47.324074074074076,83,Level 5
503,47.96296296296296,83,Level 6
504,28.77777777777778,84,Level 1
505,31.0,84,Level 2
506,37.666666666666664,84,Level 3
507,41.40277777777778,84,Level 4
508,47.38425925925926,84,Level 5
509,47.976851851851855,84,Level 6
510,29.11111111111111,85,Level 1
511,31.666666666666664,85,Level 2
512,37.52777777777778,85,Level 3
513,41.375,85,Level 4
514,47.43518518518518,85,Level 5
515,48.0,85,Level 6
516,29.11111111111111,86,Level 1
517,32.22222222222222,86,Level 2
518,37.416666666666664,86,Level 3
519,41.375,86,Level 4
520,47.39814814814815,86,Level 5
521,47.998842592592595,86,Level 6
522,29.22222222222222,87,Level 1
523,32.166666666666664,87,Level 2
524,37.583333333333336,87,Level 3
525,41.44444444444444,87,Level 4
526,47.38888888888889,87,Level 5
527,48.01851851851852,87,Level 6
528,28.999999999999996,88,Level 1
529,32.22222222222222,88,Level 2
530,37.638888888888886,88,Level 3
531,41.486111111111114,88,Level 4
532,47.35185185185185,88,Level 5
533,48.045138888888886,88,Level 6
534,28.77777777777778,89,Level 1
535,32.27777777777778,89,Level 2
536,37.833333333333336,89,Level 3
537,41.486111111111114,89,Level 4
538,47.43518518518518,89,Level 5
539,48.02199074074074,89,Level 6
540,28.77777777777778,90,Level 1
541,32.33333333333333,90,Level 2
542,37.888888888888886,90,Level 3
543,41.56944444444444,90,Level 4
544,47.31944444444444,90,Level 5
545,48.0462962962963,90,Level 6
546,28.666666666666668,91,Level 1
547,32.611111111111114,91,Level 2
548,38.0,91,Level 3
549,41.65277777777778,91,Level 4
550,47.34722222222222,91,Level 5
551,48.00925925925926,91,Level 6
552,29.11111111111111,92,Level 1
553,32.666666666666664,92,Level 2
554,38.25,92,Level 3
555,41.736111111111114,92,Level 4
556,47.31481481481482,92,Level 5
557,48.0,92,Level 6
558,28.999999999999996,93,Level 1
559,32.94444444444444,93,Level 2
560,38.416666666666664,93,Level 3
561,41.90277777777778,93,Level 4
562,47.375,93,Level 5
563,47.98726851851852,93,Level 6
564,28.888888888888886,94,Level 1
565,33.33333333333333,94,Level 2
566,38.55555555555556,94,Level 3
567,41.81944444444444,94,Level 4
568,47.41666666666667,94,Level 5
569,48.013888888888886,94,Level 6
570,28.666666666666668,95,Level 1
571,33.44444444444444,95,Level 2
572,38.47222222222222,95,Level 3
573,41.72222222222222,95,Level 4
574,47.44444444444444,95,Level 5
575,47.964120370370374,95,Level 6
576,28.666666666666668,96,Level 1
577,33.611111111111114,96,Level 2
578,38.47222222222222,96,Level 3
579,41.986111111111114,96,Level 4
580,47.38425925925926,96,Level 5
581,47.99421296296296,96,Level 6
582,28.888888888888886,97,Level 1
583,33.83333333333333,97,Level 2
584,38.69444444444444,97,Level 3
585,41.93055555555556,97,Level 4
586,47.47222222222222,97,Level 5
587,48.039351851851855,97,Level 6
588,28.888888888888886,98,Level 1
589,33.77777777777778,98,Level 2
590,38.83333333333333,98,Level 3
591,42.06944444444444,98,Level 4
592,47.486111111111114,98,Level 5
593,48.030092592592595,98,Level 6
594,29.22222222222222,99,Level 1
595,33.94444444444444,99,Level 2
596,38.80555555555556,99,Level 3
597,42.26388888888889,99,Level 4
598,47.36111111111111,99,Level 5
599,48.00925925925926,99,Level 6
600,29.555555555555557,100,Level 1
601,33.88888888888889,100,Level 2
602,38.916666666666664,100,Level 3
603,42.26388888888889,100,Level 4
604,47.35648148148148,100,Level 5
605,48.00462962962963,100,Level 6
606,29.777777777777775,101,Level 1
607,33.77777777777778,101,Level 2
608,39.08333333333333,101,Level 3
609,42.15277777777778,101,Level 4
610,47.375,101,Level 5
611,48.02430555555556,101,Level 6
612,29.888888888888886,102,Level 1
613,33.55555555555556,102,Level 2
614,39.19444444444444,102,Level 3
615,42.236111111111114,102,Level 4
616,47.38888888888889,102,Level 5
617,48.011574074074076,102,Level 6
618,29.555555555555557,103,Level 1
619,33.94444444444444,103,Level 2
620,39.05555555555556,103,Level 3
621,42.236111111111114,103,Level 4
622,47.52777777777778,103,Level 5
623,48.04050925925926,103,Level 6
624,29.444444444444446,104,Level 1
625,34.166666666666664,104,Level 2
626,39.30555555555556,104,Level 3
627,42.291666666666664,104,Level 4
628,47.58796296296296,104,Level 5
629,48.04398148148148,104,Level 6
630,28.999999999999996,105,Level 1
631,34.22222222222222,105,Level 2
632,39.38888888888889,105,Level 3
633,42.388888888888886,105,Level 4
634,47.55555555555556,105,Level 5
635,48.01273148148148,105,Level 6
636,29.22222222222222,106,Level 1
637,34.27777777777778,106,Level 2
638,39.69444444444444,106,Level 3
639,42.30555555555556,106,Level 4
640,47.61574074074074,106,Level 5
641,48.017361111111114,106,Level 6
642,29.333333333333332,107,Level 1
643,34.55555555555556,107,Level 2
644,39.611111111111114,107,Level 3
645,42.583333333333336,107,Level 4
646,47.6712962962963,107,Level 5
647,47.99305555555556,107,Level 6
648,28.999999999999996,108,Level 1
649,34.88888888888889,108,Level 2
650,39.80555555555556,108,Level 3
651,42.66666666666667,108,Level 4
652,47.74074074074074,108,Level 5
653,47.94907407407407,108,Level 6
654,29.333333333333332,109,Level 1
655,35.22222222222222,109,Level 2
656,39.861111111111114,109,Level 3
657,42.861111111111114,109,Level 4
658,47.80555555555556,109,Level 5
659,47.90393518518519,109,Level 6
660,29.333333333333332,110,Level 1
661,35.44444444444444,110,Level 2
662,39.77777777777778,110,Level 3
663,42.94444444444444,110,Level 4
664,47.833333333333336,110,Level 5
665,47.92824074074074,110,Level 6
666,29.444444444444446,111,Level 1
667,35.61111111111111,111,Level 2
668,39.77777777777778,111,Level 3
669,42.76388888888889,111,Level 4
670,47.842592592592595,111,Level 5
671,47.90162037037037,111,Level 6
672,30.333333333333336,112,Level 1
673,34.833333333333336,112,Level 2
674,40.08333333333333,112,Level 3
675,42.81944444444444,112,Level 4
676,47.83796296296296,112,Level 5
677,47.863425925925924,112,Level 6
678,30.666666666666664,113,Level 1
679,34.77777777777778,113,Level 2
680,40.25,113,Level 3
681,42.888888888888886,113,Level 4
682,47.81018518518518,113,Level 5
683,47.81828703703704,113,Level 6
684,30.88888888888889,114,Level 1
685,35.05555555555556,114,Level 2
686,40.11111111111111,114,Level 3
687,43.06944444444444,114,Level 4
688,47.833333333333336,114,Level 5
689,47.8275462962963,114,Level 6
690,31.0,115,Level 1
691,35.5,115,Level 2
692,39.861111111111114,115,Level 3
693,43.34722222222222,115,Level 4
694,47.717592592592595,115,Level 5
695,47.835648148148145,115,Level 6
696,30.88888888888889,116,Level 1
697,35.388888888888886,116,Level 2
698,40.30555555555556,116,Level 3
699,43.45833333333333,116,Level 4
700,47.71296296296296,116,Level 5
701,47.8287037037037,116,Level 6
702,30.666666666666664,117,Level 1
703,35.888888888888886,117,Level 2
704,40.61111111111111,117,Level 3
705,43.388888888888886,117,Level 4
706,47.782407407407405,117,Level 5
707,47.84722222222222,117,Level 6
708,31.0,118,Level 1
709,35.77777777777777,118,Level 2
710,40.583333333333336,118,Level 3
711,43.56944444444444,118,Level 4
712,47.875,118,Level 5
713,47.842592592592595,118,Level 6
714,30.88888888888889,119,Level 1
715,35.77777777777777,119,Level 2
716,40.75,119,Level 3
717,43.75,119,Level 4
718,47.717592592592595,119,Level 5
719,47.8287037037037,119,Level 6
